Trader_Type,Transaction_Type,Stock_Symbol,Trade_Volume,Sentiment_Score,Price_Impact,Transaction_Date
Insider,Sell,TSLA,6214,-0.38,-0.47,2019-09-13
Whale,Buy,BTC,174071,0.89,31.94,2019-10-01
Retail Investor,Buy,TSLA,139,0.6,0.02,2019-08-01
Whale,Sell,BTC,463483,-0.73,-10.42,2023-05-26
Whale,Sell,NVDA,840219,-0.23,-51.49,2020-06-23
Insider,Sell,NVDA,7858,-0.63,-0.57,2020-04-28
Retail Investor,Buy,META,167,0.36,0.0,2020-08-20
Whale,Buy,MSFT,901378,0.71,81.98,2019-01-16
Retail Investor,Sell,TSLA,448,-0.79,-0.08,2022-07-29
Whale,Sell,TSLA,933961,-0.55,-17.58,2021-08-28
Insider,Sell,GOOGL,2283,-0.82,-0.28,2023-04-05
Retail Investor,Sell,META,35,-0.64,-0.0,2019-08-01
Retail Investor,Sell,NVDA,152,-0.64,-0.02,2023-02-13
Insider,Sell,BTC,1326,-0.31,-0.12,2020-08-05
Whale,Buy,AMZN,392728,0.35,28.46,2019-12-20
Insider,Buy,AAPL,1801,0.52,0.23,2019-12-02
Insider,Sell,ETH,1939,-0.49,-0.27,2023-11-29
Insider,Buy,BTC,1373,0.58,0.13,2020-01-14
Retail Investor,Sell,ETH,350,-0.77,-0.03,2024-02-04
Whale,Buy,AMZN,377566,0.7,47.79,2021-01-10
Retail Investor,Buy,ETH,312,0.55,0.03,2019-03-12
Whale,Sell,ETH,973320,-0.87,-127.44,2022-02-16
Retail Investor,Buy,NVDA,178,0.58,0.01,2020-05-22
Retail Investor,Sell,ETH,360,-0.55,-0.03,2019-07-09
Whale,Buy,TSLA,199411,0.41,21.22,2019-04-08
Insider,Buy,NVDA,7925,0.83,0.12,2021-04-18
Insider,Buy,BTC,9637,0.85,2.07,2023-08-30
Retail Investor,Buy,TSLA,438,0.38,0.02,2024-02-16
Insider,Sell,ETH,2432,-0.21,-0.05,2019-09-02
Insider,Sell,META,2516,-0.82,-0.4,2021-02-26
Retail Investor,Buy,AAPL,290,0.82,0.04,2021-10-30
Insider,Sell,NVDA,7290,-0.63,-0.6,2021-02-24
Whale,Sell,META,169127,-0.65,-18.89,2023-11-25
Insider,Buy,ETH,9460,0.82,2.13,2022-07-02
Insider,Buy,SPY,8516,0.7,0.89,2020-11-22
Whale,Buy,NVDA,209502,0.6,18.19,2021-04-28
Retail Investor,Buy,AMZN,286,0.6,0.01,2022-03-17
Insider,Sell,AMZN,8443,-0.73,-1.83,2023-09-01
Whale,Buy,NVDA,262402,0.43,32.82,2023-07-19
Retail Investor,Buy,TSLA,91,0.69,0.01,2021-05-22
Retail Investor,Buy,TSLA,291,0.45,0.02,2021-09-27
Retail Investor,Buy,BTC,191,0.43,0.01,2021-07-30
Retail Investor,Sell,AAPL,243,-0.82,-0.05,2021-03-18
Retail Investor,Buy,NVDA,111,0.29,0.0,2023-09-16
Whale,Buy,GOOGL,482298,0.6,8.52,2024-02-13
Retail Investor,Sell,BTC,109,-0.32,-0.0,2023-11-01
Retail Investor,Buy,META,329,0.49,0.01,2022-03-12
Whale,Buy,NVDA,731273,0.42,65.53,2021-08-08
Retail Investor,Sell,META,368,-0.83,-0.07,2022-10-07
Retail Investor,Buy,GOOGL,292,0.33,0.01,2024-02-08
Whale,Sell,SPY,449123,-0.7,-82.46,2019-10-27
Whale,Sell,AMZN,179024,-0.6,-20.37,2022-03-20
Whale,Sell,BTC,682747,-0.22,-21.85,2023-06-19
Whale,Sell,MSFT,618781,-0.32,-35.62,2019-01-01
Insider,Sell,TSLA,1480,-0.32,-0.13,2021-09-11
Retail Investor,Buy,SPY,416,0.3,0.0,2021-07-04
Insider,Buy,TSLA,6462,0.81,1.12,2020-11-13
Retail Investor,Sell,SPY,352,-0.5,-0.01,2022-03-13
Insider,Buy,ETH,6019,0.57,0.75,2021-05-29
Insider,Sell,NVDA,4098,-0.43,-0.29,2023-08-11
Insider,Sell,META,1643,-0.42,-0.17,2021-01-25
Insider,Buy,MSFT,9743,0.48,1.2,2019-02-15
Insider,Buy,TSLA,4571,0.89,0.92,2023-12-01
Whale,Buy,BTC,798792,0.32,69.01,2022-03-21
Insider,Buy,MSFT,2824,0.44,0.19,2020-05-03
Retail Investor,Buy,BTC,217,0.57,0.02,2020-01-19
Whale,Buy,SPY,429697,0.8,61.24,2021-02-26
Insider,Buy,TSLA,1731,0.24,0.07,2020-10-23
Retail Investor,Buy,AMZN,363,0.24,0.02,2022-03-07
Whale,Buy,TSLA,717257,0.39,17.43,2021-05-07
Insider,Sell,GOOGL,9901,-0.47,-1.29,2023-07-28
Whale,Buy,NVDA,740109,0.83,60.87,2023-06-23
Insider,Buy,TSLA,3387,0.38,0.09,2021-04-09
Retail Investor,Sell,MSFT,254,-0.21,-0.0,2019-02-03
Insider,Buy,GOOGL,4587,0.21,0.18,2020-08-30
Retail Investor,Sell,ETH,230,-0.54,-0.02,2023-04-22
Whale,Sell,MSFT,542262,-0.33,-24.21,2019-09-22
Retail Investor,Sell,META,232,-0.26,-0.01,2022-07-10
Insider,Sell,SPY,8761,-0.49,-0.83,2022-09-28
Insider,Sell,MSFT,4908,-0.4,-0.14,2022-04-30
Insider,Sell,NVDA,8409,-0.34,-0.74,2022-05-03
Insider,Buy,NVDA,4538,0.54,0.05,2022-11-06
Insider,Sell,META,9987,-0.26,-0.18,2020-06-08
Retail Investor,Sell,NVDA,174,-0.39,-0.01,2022-12-03
Whale,Sell,AAPL,70327,-0.29,-4.17,2020-02-19
Insider,Sell,NVDA,5775,-0.5,-0.8,2020-12-29
Whale,Buy,MSFT,539549,0.35,13.07,2020-01-25
Whale,Buy,SPY,850115,0.87,154.21,2022-05-31
Retail Investor,Sell,SPY,484,-0.55,-0.0,2019-04-16
Insider,Buy,META,8731,0.61,0.66,2021-04-29
Insider,Sell,NVDA,3656,-0.58,-0.42,2023-02-15
Insider,Sell,AMZN,8259,-0.51,-0.75,2019-02-26
Whale,Sell,BTC,968027,-0.55,-49.23,2020-04-26
Insider,Sell,ETH,4562,-0.31,-0.07,2021-04-11
Whale,Sell,BTC,740778,-0.44,-72.97,2023-07-09
Whale,Sell,ETH,18845,-0.75,-1.23,2022-02-05
Insider,Sell,ETH,3293,-0.9,-0.3,2021-04-30
Whale,Sell,AAPL,854554,-0.23,-45.2,2021-03-15
Retail Investor,Sell,TSLA,79,-0.42,-0.0,2023-12-28
Whale,Sell,BTC,654463,-0.48,-84.58,2023-01-26
Whale,Sell,AMZN,462446,-0.47,-2.68,2020-08-04
Retail Investor,Sell,SPY,295,-0.32,-0.02,2023-09-01
Retail Investor,Buy,MSFT,151,0.51,0.01,2022-06-26
Retail Investor,Buy,AAPL,58,0.87,0.0,2022-10-30
Insider,Buy,TSLA,7733,0.74,0.73,2023-02-06
Retail Investor,Sell,GOOGL,349,-0.59,-0.02,2022-11-20
Retail Investor,Sell,META,166,-0.66,-0.0,2022-11-20
Retail Investor,Sell,AMZN,180,-0.86,-0.01,2023-07-09
Retail Investor,Buy,ETH,476,0.72,0.03,2022-02-20
Whale,Buy,NVDA,378547,0.81,52.32,2019-08-18
Whale,Sell,NVDA,363686,-0.53,-36.91,2021-10-31
Retail Investor,Sell,TSLA,363,-0.51,-0.02,2019-09-02
Whale,Sell,AAPL,483205,-0.75,-58.46,2020-05-15
Whale,Sell,TSLA,341287,-0.81,-43.56,2021-11-18
Insider,Sell,TSLA,4607,-0.84,-0.06,2022-09-17
Whale,Buy,GOOGL,560457,0.62,60.5,2020-11-05
Retail Investor,Buy,ETH,45,0.2,0.0,2022-09-17
Retail Investor,Sell,META,282,-0.76,-0.02,2022-03-01
Retail Investor,Buy,AMZN,209,0.35,0.02,2023-04-01
Retail Investor,Buy,MSFT,28,0.34,0.0,2020-11-15
Retail Investor,Sell,MSFT,282,-0.67,-0.02,2023-01-24
Retail Investor,Sell,MSFT,174,-0.43,-0.02,2023-12-12
Insider,Sell,ETH,5772,-0.83,-0.85,2019-09-15
Insider,Buy,GOOGL,1764,0.4,0.07,2023-05-30
Retail Investor,Buy,GOOGL,18,0.88,0.0,2019-02-21
Insider,Sell,AMZN,1294,-0.56,-0.04,2023-11-01
Whale,Buy,ETH,683437,0.82,86.71,2023-09-28
Whale,Buy,AAPL,178945,0.48,9.4,2023-03-08
Whale,Sell,SPY,408505,-0.85,-52.84,2019-05-08
Retail Investor,Buy,MSFT,340,0.36,0.03,2020-12-25
Whale,Buy,SPY,848646,0.54,104.23,2020-09-10
Retail Investor,Sell,AMZN,222,-0.8,-0.01,2020-10-18
Insider,Buy,TSLA,1445,0.76,0.02,2022-07-09
Insider,Sell,AMZN,9109,-0.38,-0.25,2023-01-14
Retail Investor,Buy,MSFT,108,0.26,0.01,2022-03-19
Whale,Buy,AMZN,507238,0.36,41.83,2019-04-23
Insider,Buy,SPY,9043,0.62,0.5,2023-07-14
Insider,Sell,MSFT,5802,-0.6,-0.88,2023-08-12
Retail Investor,Sell,AAPL,238,-0.85,-0.02,2021-04-13
Whale,Buy,MSFT,726519,0.65,19.18,2021-01-25
Retail Investor,Sell,GOOGL,458,-0.83,-0.1,2021-05-26
Whale,Buy,GOOGL,405775,0.75,64.65,2020-05-07
Whale,Buy,GOOGL,207556,0.31,16.63,2022-02-20
Insider,Buy,MSFT,9632,0.69,1.68,2024-01-22
Retail Investor,Sell,ETH,85,-0.55,-0.01,2020-09-15
Insider,Buy,SPY,6791,0.81,0.7,2023-04-26
Whale,Buy,ETH,500836,0.87,122.42,2022-05-02
Retail Investor,Sell,AMZN,305,-0.66,-0.02,2023-04-26
Retail Investor,Sell,ETH,194,-0.59,-0.01,2020-10-24
Insider,Buy,GOOGL,2942,0.24,0.03,2023-11-20
Insider,Sell,AAPL,2276,-0.47,-0.26,2019-03-14
Retail Investor,Sell,SPY,79,-0.87,-0.02,2021-06-12
Insider,Buy,BTC,4635,0.66,0.79,2023-10-18
Insider,Sell,META,3712,-0.26,-0.04,2019-02-18
Retail Investor,Buy,META,25,0.34,0.0,2021-03-06
Retail Investor,Sell,AAPL,255,-0.8,-0.05,2022-09-15
Retail Investor,Buy,NVDA,23,0.54,0.0,2021-08-20
Insider,Sell,GOOGL,2712,-0.24,-0.01,2021-12-07
Insider,Sell,TSLA,5408,-0.52,-0.73,2021-03-06
Retail Investor,Buy,ETH,279,0.63,0.05,2019-05-14
Retail Investor,Buy,AAPL,223,0.71,0.03,2019-08-25
Retail Investor,Sell,AMZN,468,-0.65,-0.08,2022-07-15
Whale,Sell,GOOGL,513299,-0.47,-47.59,2021-04-01
Insider,Buy,AAPL,6316,0.67,0.37,2022-08-05
Retail Investor,Sell,META,209,-0.34,-0.02,2021-10-24
Whale,Buy,MSFT,853311,0.67,132.94,2023-10-11
Insider,Buy,AMZN,2333,0.21,0.09,2023-04-11
Insider,Sell,AMZN,1935,-0.22,-0.07,2023-02-27
Insider,Buy,AAPL,7363,0.36,0.45,2021-12-29
Retail Investor,Buy,AMZN,44,0.62,0.0,2022-02-06
Retail Investor,Buy,MSFT,387,0.84,0.06,2020-08-01
Retail Investor,Sell,META,413,-0.21,-0.02,2019-06-25
Whale,Buy,ETH,276830,0.32,20.02,2022-06-11
Whale,Buy,AAPL,32636,0.77,2.85,2021-11-09
Insider,Buy,ETH,5128,0.53,0.08,2023-10-06
Whale,Sell,SPY,100711,-0.44,-7.71,2022-12-16
Insider,Buy,AMZN,9837,0.85,1.5,2022-04-23
Retail Investor,Sell,META,161,-0.83,-0.03,2020-01-18
Whale,Sell,GOOGL,548156,-0.54,-24.6,2021-05-18
Whale,Sell,TSLA,904472,-0.65,-133.26,2022-02-18
Whale,Buy,GOOGL,92599,0.33,8.27,2021-08-25
Retail Investor,Sell,GOOGL,211,-0.52,-0.02,2020-07-06
Retail Investor,Buy,TSLA,96,0.53,0.01,2019-05-21
Insider,Buy,ETH,3313,0.26,0.02,2019-06-17
Insider,Sell,NVDA,7336,-0.56,-0.4,2022-06-15
Whale,Buy,BTC,87432,0.72,18.48,2021-10-01
Whale,Sell,AAPL,555991,-0.3,-13.44,2020-11-03
Insider,Sell,MSFT,6244,-0.81,-0.57,2020-10-10
Insider,Buy,GOOGL,7615,0.5,0.53,2023-05-16
Whale,Sell,TSLA,483646,-0.77,-110.17,2020-08-07
Whale,Sell,AMZN,305708,-0.88,-72.83,2023-07-20
Whale,Buy,AMZN,355607,0.21,16.95,2022-08-10
Insider,Buy,META,5270,0.29,0.37,2023-01-25
Whale,Sell,AAPL,173288,-0.72,-10.09,2020-05-23
Insider,Sell,SPY,9595,-0.4,-0.96,2023-10-24
Whale,Buy,TSLA,81709,0.25,0.54,2021-07-12
Retail Investor,Sell,SPY,463,-0.73,-0.02,2022-12-13
Whale,Buy,AAPL,636403,0.27,20.48,2021-05-10
Insider,Buy,AAPL,9476,0.3,0.59,2021-02-27
Whale,Sell,AAPL,116592,-0.53,-17.15,2021-03-23
Whale,Buy,META,757207,0.49,13.71,2019-07-20
Whale,Buy,NVDA,266388,0.86,5.7,2019-05-26
Retail Investor,Buy,BTC,398,0.44,0.03,2022-09-20
Retail Investor,Buy,AAPL,351,0.68,0.01,2021-02-26
Insider,Sell,TSLA,8630,-0.59,-1.19,2023-12-27
Whale,Buy,SPY,487023,0.42,50.37,2021-04-16
Whale,Sell,BTC,604405,-0.6,-3.69,2021-03-02
Retail Investor,Buy,BTC,14,0.83,0.0,2021-07-03
Insider,Sell,SPY,7368,-0.66,-0.72,2021-03-17
Retail Investor,Sell,AAPL,187,-0.65,-0.02,2021-09-04
Whale,Sell,AAPL,803899,-0.64,-142.74,2020-05-20
Insider,Sell,NVDA,7801,-0.43,-0.88,2023-06-24
Whale,Buy,AMZN,68729,0.3,2.74,2019-04-20
Retail Investor,Buy,MSFT,131,0.68,0.01,2023-06-08
Retail Investor,Buy,GOOGL,358,0.21,0.02,2019-03-11
Whale,Buy,AAPL,90864,0.82,14.08,2022-07-21
Whale,Sell,MSFT,66580,-0.22,-1.66,2023-09-05
Whale,Buy,BTC,627403,0.5,37.09,2022-02-04
Retail Investor,Sell,SPY,253,-0.52,-0.01,2023-06-17
Whale,Buy,AMZN,203794,0.65,2.01,2021-06-05
Insider,Buy,SPY,1842,0.77,0.02,2022-02-11
Retail Investor,Sell,META,298,-0.28,-0.02,2022-08-22
Retail Investor,Sell,ETH,247,-0.34,-0.0,2022-08-27
Insider,Sell,SPY,1892,-0.81,-0.05,2021-12-26
Whale,Buy,NVDA,315790,0.41,5.69,2019-03-15
Retail Investor,Buy,BTC,228,0.73,0.04,2020-01-28
Retail Investor,Sell,MSFT,423,-0.86,-0.09,2022-11-21
Whale,Sell,NVDA,215618,-0.2,-4.27,2020-04-25
Insider,Buy,SPY,9053,0.59,0.38,2022-12-05
Retail Investor,Buy,ETH,371,0.35,0.02,2021-07-07
Whale,Buy,MSFT,938654,0.3,6.91,2020-02-28
Whale,Buy,BTC,377152,0.46,41.74,2024-01-26
Retail Investor,Buy,META,339,0.25,0.01,2022-12-28
Insider,Buy,AAPL,7345,0.33,0.2,2020-09-01
Whale,Buy,AMZN,876884,0.67,27.47,2021-02-22
Retail Investor,Sell,TSLA,61,-0.42,-0.0,2020-12-23
Insider,Buy,GOOGL,1154,0.53,0.08,2023-12-19
Whale,Buy,TSLA,433532,0.51,44.08,2024-02-19
Retail Investor,Buy,META,158,0.8,0.02,2020-09-13
Insider,Sell,BTC,4382,-0.6,-0.52,2022-05-03
Insider,Sell,ETH,4185,-0.29,-0.17,2022-05-02
Retail Investor,Buy,AMZN,272,0.24,0.02,2023-10-12
Whale,Buy,ETH,732913,0.76,42.33,2019-03-11
Insider,Buy,BTC,3539,0.55,0.14,2022-11-28
Whale,Sell,META,745192,-0.25,-30.92,2021-08-05
Retail Investor,Sell,AAPL,375,-0.83,-0.03,2020-12-28
Retail Investor,Buy,ETH,461,0.45,0.06,2019-11-15
Whale,Sell,ETH,728880,-0.79,-25.24,2024-02-25
Insider,Buy,GOOGL,3559,0.4,0.33,2023-09-10
Retail Investor,Buy,MSFT,159,0.63,0.02,2023-08-15
Whale,Sell,NVDA,17045,-0.25,-1.14,2021-01-26
Retail Investor,Buy,TSLA,256,0.35,0.01,2024-02-28
Whale,Sell,MSFT,339105,-0.4,-35.17,2020-05-01
Insider,Buy,AMZN,3900,0.78,0.69,2022-03-02
Insider,Buy,SPY,7052,0.23,0.37,2020-10-11
Retail Investor,Buy,GOOGL,151,0.23,0.0,2022-12-21
Retail Investor,Buy,MSFT,9,0.21,0.0,2020-04-16
Insider,Sell,NVDA,4575,-0.37,-0.03,2021-01-30
Insider,Sell,NVDA,7809,-0.82,-0.89,2020-07-08
Retail Investor,Sell,SPY,429,-0.67,-0.06,2021-02-20
Retail Investor,Buy,AAPL,442,0.69,0.03,2021-07-05
Whale,Buy,NVDA,678448,0.42,34.87,2020-03-01
Whale,Buy,GOOGL,758652,0.54,23.17,2022-05-16
Whale,Buy,AMZN,731360,0.5,68.57,2021-08-23
Whale,Sell,NVDA,56025,-0.77,-5.99,2020-09-18
Retail Investor,Sell,ETH,235,-0.67,-0.01,2024-01-23
Whale,Buy,TSLA,336968,0.32,28.29,2022-08-11
Retail Investor,Sell,AAPL,7,-0.42,-0.0,2019-04-24
Retail Investor,Sell,AAPL,76,-0.24,-0.0,2021-03-02
Whale,Buy,META,763010,0.23,43.91,2022-05-07
Insider,Buy,AAPL,6555,0.39,0.33,2019-08-01
Insider,Sell,TSLA,8107,-0.38,-0.65,2020-05-15
Retail Investor,Buy,META,362,0.51,0.01,2020-01-12
Retail Investor,Buy,SPY,447,0.56,0.01,2021-08-20
Retail Investor,Buy,MSFT,214,0.59,0.03,2022-12-19
Insider,Sell,AMZN,5426,-0.48,-0.31,2022-11-02
Insider,Sell,NVDA,6170,-0.28,-0.32,2024-02-28
Retail Investor,Buy,META,103,0.28,0.0,2022-01-21
Insider,Sell,META,5658,-0.3,-0.14,2021-07-10
Insider,Sell,MSFT,1957,-0.62,-0.12,2022-12-04
Insider,Sell,BTC,8085,-0.83,-1.68,2019-03-17
Insider,Sell,BTC,4416,-0.22,-0.15,2021-02-10
Retail Investor,Buy,AAPL,174,0.31,0.01,2020-11-27
Retail Investor,Sell,AAPL,390,-0.52,-0.04,2019-04-10
Whale,Sell,AMZN,145590,-0.21,-0.95,2022-06-30
Whale,Buy,ETH,283369,0.64,47.15,2019-07-04
Retail Investor,Buy,MSFT,301,0.37,0.02,2020-02-06
Insider,Buy,AMZN,5586,0.28,0.18,2022-03-08
Insider,Buy,AMZN,7030,0.81,1.08,2020-11-21
Retail Investor,Buy,SPY,6,0.74,0.0,2022-04-13
Whale,Buy,TSLA,751593,0.64,39.89,2023-09-29
Insider,Buy,AAPL,5013,0.73,0.58,2021-07-21
Insider,Buy,SPY,3519,0.49,0.48,2020-08-03
Insider,Sell,ETH,5445,-0.67,-0.51,2023-11-23
Retail Investor,Buy,SPY,439,0.58,0.05,2020-03-26
Retail Investor,Buy,TSLA,489,0.71,0.01,2023-02-20
Retail Investor,Sell,BTC,231,-0.68,-0.03,2022-05-10
Insider,Sell,ETH,5850,-0.85,-1.23,2022-06-29
Insider,Sell,BTC,9766,-0.68,-1.8,2022-05-12
Insider,Buy,AMZN,6659,0.64,1.22,2019-05-05
Whale,Sell,SPY,123657,-0.76,-16.06,2022-12-05
Insider,Sell,NVDA,6268,-0.67,-0.26,2022-06-13
Insider,Sell,AAPL,3150,-0.26,-0.24,2020-10-13
Retail Investor,Buy,BTC,432,0.85,0.07,2022-12-04
Whale,Sell,TSLA,864028,-0.49,-6.8,2022-04-17
Retail Investor,Sell,AAPL,482,-0.43,-0.03,2019-03-17
Whale,Buy,ETH,147055,0.28,11.03,2022-06-26
Retail Investor,Buy,BTC,323,0.42,0.02,2019-03-30
Whale,Sell,BTC,380096,-0.8,-32.57,2019-03-09
Whale,Buy,AMZN,326972,0.56,50.59,2020-08-07
Retail Investor,Buy,TSLA,468,0.44,0.05,2023-02-28
Insider,Sell,TSLA,6610,-0.55,-0.06,2023-06-02
Whale,Buy,TSLA,436915,0.23,14.09,2023-05-14
Insider,Sell,META,6139,-0.43,-0.32,2024-01-05
Insider,Buy,AMZN,8962,0.32,0.36,2022-02-05
Insider,Sell,NVDA,9198,-0.81,-0.98,2023-05-02
Insider,Sell,BTC,4900,-0.38,-0.37,2023-09-10
Insider,Sell,META,4865,-0.71,-0.17,2023-07-01
Whale,Sell,AMZN,708880,-0.75,-126.56,2020-07-06
Insider,Sell,MSFT,3807,-0.28,-0.31,2023-12-15
Whale,Sell,MSFT,498221,-0.24,-6.61,2023-04-06
Whale,Buy,NVDA,433930,0.67,23.27,2023-07-15
Insider,Sell,META,2322,-0.3,-0.13,2019-10-07
Insider,Sell,SPY,1637,-0.26,-0.02,2023-08-18
Whale,Sell,AAPL,468333,-0.84,-50.72,2020-03-02
Insider,Sell,META,7437,-0.85,-0.23,2021-02-22
Retail Investor,Sell,AMZN,197,-0.37,-0.01,2023-08-31
Retail Investor,Sell,MSFT,32,-0.25,-0.0,2019-10-20
Insider,Buy,TSLA,1294,0.85,0.18,2020-12-26
Insider,Sell,SPY,8657,-0.58,-0.16,2020-06-15
Insider,Buy,AAPL,8222,0.77,0.37,2021-03-06
Retail Investor,Sell,SPY,366,-0.54,-0.05,2023-01-04
Retail Investor,Buy,ETH,122,0.67,0.02,2023-12-05
Retail Investor,Sell,GOOGL,387,-0.68,-0.0,2019-08-24
Whale,Buy,TSLA,544021,0.79,55.59,2021-05-29
Whale,Buy,MSFT,273477,0.35,26.58,2019-01-07
Retail Investor,Sell,META,374,-0.58,-0.06,2019-09-15
Insider,Sell,ETH,9548,-0.74,-0.71,2019-05-07
Insider,Sell,TSLA,3182,-0.56,-0.04,2022-04-20
Retail Investor,Sell,MSFT,47,-0.22,-0.0,2022-04-24
Retail Investor,Buy,ETH,6,0.38,0.0,2023-09-19
Insider,Sell,SPY,4483,-0.58,-0.46,2020-10-01
Insider,Buy,ETH,6773,0.37,0.26,2020-07-11
Insider,Sell,TSLA,9625,-0.34,-0.67,2020-10-19
Retail Investor,Sell,NVDA,37,-0.54,-0.0,2019-04-17
Whale,Buy,AAPL,777572,0.51,108.31,2023-03-21
Retail Investor,Buy,MSFT,240,0.85,0.05,2022-02-04
Whale,Sell,META,226090,-0.25,-12.69,2021-01-25
Insider,Sell,MSFT,7077,-0.81,-0.52,2023-01-12
Retail Investor,Sell,AMZN,227,-0.6,-0.02,2024-01-15
Whale,Sell,SPY,542523,-0.84,-63.37,2023-06-30
Retail Investor,Buy,GOOGL,351,0.74,0.01,2022-09-04
Insider,Sell,AAPL,8572,-0.2,-0.16,2019-05-24
Whale,Sell,ETH,397778,-0.33,-8.16,2020-06-25
Retail Investor,Buy,MSFT,104,0.72,0.01,2019-12-18
Retail Investor,Buy,NVDA,256,0.79,0.02,2023-01-01
Retail Investor,Sell,SPY,111,-0.88,-0.02,2020-12-14
Whale,Buy,GOOGL,80209,0.79,5.6,2023-01-04
Insider,Sell,GOOGL,5427,-0.61,-0.37,2022-10-30
Insider,Sell,MSFT,2302,-0.72,-0.17,2021-07-28
Insider,Buy,MSFT,8584,0.83,1.51,2022-08-18
Insider,Buy,NVDA,5859,0.72,1.12,2022-07-03
Insider,Sell,TSLA,5199,-0.85,-1.24,2024-02-04
Insider,Sell,NVDA,7295,-0.49,-0.78,2022-12-24
Insider,Sell,MSFT,2367,-0.37,-0.1,2023-01-05
Insider,Buy,SPY,9372,0.64,0.57,2022-04-01
Retail Investor,Sell,MSFT,158,-0.27,-0.01,2024-02-17
Insider,Sell,MSFT,3453,-0.87,-0.09,2023-11-29
Insider,Sell,AAPL,9354,-0.78,-1.69,2022-12-01
Whale,Sell,NVDA,364333,-0.5,-4.65,2021-12-31
Whale,Buy,AMZN,531903,0.38,8.4,2022-05-24
Whale,Buy,META,154192,0.27,8.88,2022-11-29
Insider,Buy,GOOGL,8441,0.22,0.31,2023-07-05
Whale,Buy,BTC,216455,0.54,25.21,2019-01-25
Insider,Sell,TSLA,2550,-0.37,-0.2,2021-06-15
Retail Investor,Buy,ETH,268,0.28,0.0,2023-01-04
Whale,Buy,NVDA,628224,0.58,21.78,2021-08-19
Insider,Buy,MSFT,8043,0.69,0.78,2022-08-23
Insider,Buy,BTC,7896,0.62,1.23,2019-09-29
Insider,Sell,AMZN,3235,-0.74,-0.1,2022-09-09
Whale,Buy,META,198951,0.44,23.86,2023-04-26
Insider,Sell,BTC,8708,-0.41,-0.54,2021-08-13
Insider,Buy,MSFT,6696,0.4,0.43,2020-02-20
Whale,Buy,AMZN,537775,0.49,19.2,2023-02-10
Retail Investor,Sell,NVDA,231,-0.5,-0.02,2020-12-07
Whale,Buy,SPY,512985,0.36,9.35,2021-10-19
Retail Investor,Buy,MSFT,133,0.73,0.01,2023-11-30
Whale,Buy,GOOGL,222966,0.35,5.84,2023-12-17
Insider,Buy,ETH,7602,0.75,1.0,2022-03-04
Insider,Sell,AAPL,9684,-0.51,-0.23,2021-11-21
Whale,Sell,AMZN,520669,-0.26,-36.51,2019-09-22
Insider,Sell,TSLA,6548,-0.39,-0.5,2023-02-09
Insider,Sell,ETH,2961,-0.33,-0.09,2021-06-27
Whale,Sell,BTC,542987,-0.49,-20.31,2022-03-01
Retail Investor,Buy,AMZN,209,0.89,0.04,2023-09-29
Whale,Buy,TSLA,964616,0.23,15.3,2020-12-31
Retail Investor,Buy,AMZN,267,0.8,0.03,2021-12-12
Insider,Sell,AAPL,2954,-0.46,-0.04,2020-07-10
Retail Investor,Buy,META,244,0.54,0.01,2023-10-18
Retail Investor,Buy,AMZN,428,0.47,0.06,2023-02-21
Insider,Buy,BTC,6223,0.62,0.21,2020-06-23
Retail Investor,Buy,NVDA,122,0.5,0.01,2023-01-11
Whale,Sell,SPY,709490,-0.77,-29.85,2023-09-14
Whale,Sell,SPY,639885,-0.22,-31.81,2021-04-21
Insider,Buy,ETH,5650,0.67,1.11,2023-12-18
Insider,Buy,AMZN,6876,0.3,0.41,2023-10-12
Insider,Buy,BTC,6712,0.48,0.23,2020-03-29
Whale,Buy,NVDA,23287,0.8,3.47,2023-02-25
Whale,Sell,NVDA,111582,-0.27,-8.18,2020-11-30
Insider,Sell,GOOGL,8169,-0.82,-0.87,2022-02-07
Retail Investor,Sell,ETH,28,-0.51,-0.0,2021-10-08
Insider,Buy,AAPL,3080,0.35,0.32,2019-12-17
Insider,Buy,ETH,1188,0.41,0.06,2023-03-25
Whale,Buy,TSLA,824222,0.59,85.7,2022-05-07
Whale,Buy,GOOGL,886684,0.31,41.54,2022-11-04
Retail Investor,Sell,GOOGL,106,-0.84,-0.01,2021-06-17
Retail Investor,Buy,AAPL,51,0.77,0.0,2019-04-06
Retail Investor,Sell,SPY,316,-0.8,-0.02,2023-08-11
Whale,Sell,AAPL,753441,-0.86,-135.75,2021-02-23
Retail Investor,Sell,ETH,95,-0.41,-0.01,2024-02-03
Retail Investor,Buy,NVDA,187,0.65,0.02,2019-05-21
Whale,Buy,BTC,185994,0.7,17.32,2021-06-30
Retail Investor,Buy,AAPL,273,0.64,0.02,2023-10-10
Whale,Buy,NVDA,519197,0.28,19.5,2022-11-25
Insider,Sell,SPY,8417,-0.52,-0.7,2019-02-03
Whale,Buy,MSFT,191857,0.57,20.83,2020-10-31
Insider,Sell,MSFT,5856,-0.88,-0.65,2023-10-01
Whale,Sell,GOOGL,730799,-0.63,-75.65,2023-11-15
Retail Investor,Buy,AMZN,216,0.66,0.01,2024-01-26
Insider,Buy,AMZN,1623,0.88,0.21,2020-02-08
Whale,Sell,AMZN,60427,-0.45,-6.99,2019-08-03
Insider,Sell,META,8227,-0.61,-0.64,2020-11-07
Insider,Buy,ETH,6258,0.8,1.41,2022-12-05
